Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Sleep_Hours_per_Night_Entier,Country
S2436,Emma,Johnson,student1436@university.com,Male,21,CS,51.843,5.666366096,54.99,62.84,D,13.96444444,No,Yes,Master's,Low,3,8.5,9,Canada
S2437,Ahmed,Williams,student1437@university.com,Female,23,Engineering,71.14575,7.063891578,71.7,72.97,F,16.21555556,No,Yes,Bachelor's,Low,3,8.8,9,Canada
S2438,Liam,Davis,student1438@university.com,Male,20,Engineering,63.512,7.26848249,74.55,74.72,A,16.60444444,No,Yes,Master's,Low,10,6.6,7,Canada
S2439,John,Johnson,student1439@university.com,Female,18,Engineering,76.7356,7.237432328,91.22,93.58,A,20.79555556,Yes,Yes,Bachelor's,High,1,5.2,5,Canada
S2440,Ali,Williams,student1440@university.com,Male,22,Engineering,84.95978,8.306409131,89.79,94.61,A,21.02444444,Yes,Yes,PhD,High,1,6.8,7,US
S2441,Sara,Jones,student1441@university.com,Female,21,CS,64.81261,7.06411398,70.01,79.33,F,17.62888889,No,Yes,None,High,2,8.4,8,US
S2442,Maria,Brown,student1442@university.com,Female,20,Business,62.40418,5.308202154,59.31,64.07,B,14.23777778,No,Yes,,Low,10,4.2,4,Canada
S2443,John,Jones,student1443@university.com,Female,22,Business,73.1906,7.777587682,82.11,90.92,C,20.20444444,Yes,Yes,Master's,High,3,8.6,9,US
S2444,John,Smith,student1444@university.com,Female,19,CS,77.89716,8.85770751,81.66,89.64,F,19.92,Yes,Yes,Master's,High,4,5.1,5,Canada
S2445,Ali,Williams,student1445@university.com,Male,24,CS,77.4938,6.963594113,86.31,89.9,B,19.97777778,Yes,Yes,None,High,8,5.6,6,Japan
S2446,Liam,Smith,student1446@university.com,Male,20,CS,47.36424,4.767354597,50.42,50.82,D,11.29333333,No,No,,Low,5,5.8,6,Canada
S2447,Liam,Smith,student1447@university.com,Female,22,CS,84.62085,8.367366412,86.65,87.69,A,19.48666667,Yes,Yes,PhD,High,2,8.6,9,Japan
S2448,Emma,Davis,student1448@university.com,Male,20,Engineering,89.49024,7.381673307,88.46,92.64,B,20.58666667,Yes,Yes,PhD,High,7,4.9,5,US
S2449,Maria,Johnson,student1449@university.com,Male,18,CS,79.20675,7.437442076,73.32,80.25,C,17.83333333,Yes,Yes,PhD,High,8,5.1,5,Japan
S2450,Liam,Davis,student1450@university.com,Male,18,CS,86.59684,8.003656307,81.43,87.56,C,19.45777778,Yes,Yes,PhD,High,3,7.7,8,Canada
S2451,Ahmed,Williams,student1451@university.com,Female,24,Business,83.74783,8.080982712,86.06,88.81,A,19.73555556,Yes,Yes,High School,High,6,8.7,9,US
S2452,Liam,Smith,student1452@university.com,Male,18,CS,62.44857,5.983320095,73.88,75.33,F,16.74,No,Yes,High School,High,10,4.5,5,US
S2453,John,Brown,student1453@university.com,Male,23,Business,72.9974,8.778315586,88.79,90.68,D,20.15111111,Yes,Yes,PhD,High,8,6.6,7,France
S2454,Ali,Smith,student1454@university.com,Female,19,Business,72.40488,8.854743083,88.75,89.61,C,19.91333333,Yes,Yes,Master's,High,10,8.6,9,France
S2455,Ahmed,Brown,student1455@university.com,Male,18,CS,81.34269,9.365591398,91.81,95.81,D,21.29111111,Yes,Yes,,High,6,8.4,8,Japan
S2456,Emma,Davis,student1456@university.com,Female,19,Business,86.65514,9.029135338,92.88,96.07,D,21.34888889,Yes,Yes,High School,High,10,8.7,9,Japan
S2457,Maria,Davis,student1457@university.com,Female,18,Business,64.71054,6.662891986,76.05,76.49,B,16.99777778,No,Yes,High School,High,6,8.5,9,Japan
S2458,Emma,Johnson,student1458@university.com,Female,23,CS,49.61034,4.422813036,50.5,51.57,A,11.46,No,No,None,Low,8,5.6,6,Canada
S2459,John,Smith,student1459@university.com,Male,20,CS,48.51392,4.509734513,47.37,50.96,D,11.32444444,No,No,None,Low,1,5,5,Canada
S2460,Ahmed,Jones,student1460@university.com,Male,22,Engineering,78.5295,9.304222649,93.29,96.95,C,21.54444444,Yes,Yes,Master's,High,2,8.5,9,Japan
S2461,Ahmed,Davis,student1461@university.com,Female,22,Mathematics,63.12528,6.296610169,57.95,66.87,A,14.86,No,Yes,,Low,3,7.6,8,US
S2462,Ahmed,Davis,student1462@university.com,Female,18,Engineering,63.09408,6.413407821,65.93,68.88,F,15.30666667,No,Yes,Bachelor's,Low,7,5.9,6,US
S2463,John,Johnson,student1463@university.com,Female,22,CS,59.241,5.697674419,67.85,73.5,B,16.33333333,No,Yes,Bachelor's,Low,1,7.6,8,Japan
S2464,John,Brown,student1464@university.com,Female,18,Engineering,55.82178,5.404782237,61.82,63.29,A,14.06444444,No,Yes,None,Low,4,5.5,6,US
S2465,Emma,Johnson,student1465@university.com,Female,18,Engineering,73.71504,7.616858238,73.79,79.52,A,17.67111111,No,Yes,Bachelor's,High,3,6.9,7,US
S2466,Sara,Smith,student1466@university.com,Female,24,Engineering,85.21465,7.003924647,84.52,89.23,D,19.82888889,Yes,Yes,,High,8,5.2,5,Canada
S2467,Emma,Williams,student1467@university.com,Male,21,Business,62.42991,5.953598485,54.97,62.87,A,13.97111111,No,Yes,PhD,Low,7,6.8,7,France
S2468,Maria,Williams,student1468@university.com,Female,21,Engineering,72.24735,7.493551161,83.07,87.15,A,19.36666667,Yes,Yes,PhD,High,1,8.6,9,Japan
S2469,Ali,Brown,student1469@university.com,Female,24,Business,74.9056,7.849765258,78.76,83.6,F,18.57777778,Yes,Yes,Bachelor's,High,9,7.9,8,US
S2470,Ahmed,Davis,student1470@university.com,Female,21,Business,76.05116,6.206672091,68.85,76.28,D,16.95111111,No,Yes,High School,High,4,7.3,7,Canada
S2471,Sara,Brown,student1471@university.com,Male,19,Engineering,56.59458,5.843915344,63.55,66.27,F,14.72666667,No,Yes,,Low,7,5.2,5,France
S2472,Ali,Davis,student1472@university.com,Male,21,CS,88.39616,7.30991413,92.41,93.64,D,20.80888889,Yes,Yes,,High,6,4.3,4,US
S2473,Sara,Davis,student1473@university.com,Male,18,Business,59.619,6.518587361,60.52,70.14,A,15.58666667,No,Yes,High School,Low,3,7.6,8,US
S2474,Liam,Williams,student1474@university.com,Male,23,Mathematics,63.09414,5.955805893,67.52,68.73,C,15.27333333,No,Yes,,Low,6,6.9,7,Canada
S2475,Liam,Brown,student1475@university.com,Female,23,CS,66.06635,7.999025341,77.8,82.07,A,18.23777778,Yes,Yes,High School,High,7,5.1,5,Canada
S2476,Omar,Johnson,student1476@university.com,Male,20,Engineering,89.10656,7.896381579,86.33,96.02,B,21.33777778,Yes,Yes,PhD,High,5,8.7,9,US
S2477,Liam,Davis,student1477@university.com,Female,21,CS,62.8836,6.962142198,66.94,75.4,C,16.75555556,No,Yes,Bachelor's,High,10,6.8,7,Canada
S2478,Emma,Jones,student1478@university.com,Female,23,Business,73.98567,7.336456559,83.52,86.13,F,19.14,Yes,Yes,None,High,4,6.9,7,Canada
S2479,Liam,Jones,student1479@university.com,Female,21,Business,60.60288,6.782122905,64.86,72.84,D,16.18666667,No,Yes,None,Low,6,5.5,6,Canada
S2480,John,Johnson,student1480@university.com,Female,20,CS,52.28652,5.299130435,58.03,60.94,B,13.54222222,No,Yes,None,Low,10,8.4,8,Canada
S2481,Ahmed,Jones,student1481@university.com,Female,23,Business,52.6032,4.407843137,54.94,56.2,A,12.48888889,No,Yes,Master's,Low,8,8.5,9,US
S2482,Emma,Smith,student1482@university.com,Female,18,CS,55.34268,4.645952576,50,56.82,B,12.62666667,No,Yes,Bachelor's,Low,7,7.6,8,Canada
S2483,Ali,Davis,student1483@university.com,Male,19,Business,49.33362,4.158794788,42.4,51.07,D,11.34888889,No,No,,Low,3,4.5,5,France
S2484,Omar,Johnson,student1484@university.com,Male,24,Engineering,67.8661,6.401483924,76.9,77.65,B,17.25555556,No,Yes,Bachelor's,High,2,4.4,4,Canada
S2485,Omar,Brown,student1485@university.com,Male,24,CS,49.88592,4.374323279,48.96,56.56,D,12.56888889,No,Yes,None,Low,10,6.3,6,US
S2486,Omar,Davis,student1486@university.com,Male,24,CS,84.8848,7.327572663,86.11,93.28,F,20.72888889,Yes,Yes,PhD,High,5,4.7,5,US
S2487,Ali,Johnson,student1487@university.com,Male,21,CS,88.43288,8.628372498,97.88,99.14,A,22.03111111,Yes,Yes,Bachelor's,High,9,5.7,6,France
S2488,Ali,Williams,student1488@university.com,Female,23,Engineering,68.0589,6.630319149,67.44,74.79,A,16.62,No,Yes,High School,Low,10,4.9,5,US
S2489,Ali,Brown,student1489@university.com,Male,23,Engineering,58.56384,6.121621622,67.67,72.48,D,16.10666667,No,Yes,Bachelor's,Low,5,5.6,6,US
S2490,Ali,Williams,student1490@university.com,Male,20,CS,58.4358,5.770547945,58.93,67.4,A,14.97777778,No,Yes,High School,Low,10,8.7,9,US
S2491,Omar,Davis,student1491@university.com,Male,18,CS,66.5847,6.669381107,79.27,81.9,C,18.2,Yes,Yes,None,High,1,7.8,8,France
S2492,Omar,Brown,student1492@university.com,Female,22,CS,76.8624,7.127659574,72.08,80.4,F,17.86666667,Yes,Yes,High School,High,9,4.7,5,US
S2493,Sara,Jones,student1493@university.com,Female,23,Business,56.69148,5.46541904,66.03,67.17,A,14.92666667,No,Yes,Master's,Low,2,7.3,7,Canada
S2494,Emma,Johnson,student1494@university.com,Female,19,Business,63.60052,6.007155635,57.56,67.16,A,14.92444444,No,Yes,PhD,Low,2,4.2,4,Canada
S2495,Ahmed,Davis,student1495@university.com,Male,20,CS,69.82176,8.142574257,73.22,82.24,B,18.27555556,Yes,Yes,High School,High,6,8.9,9,Canada
S2496,Liam,Smith,student1496@university.com,Male,23,Engineering,76.33086,6.712435233,72.11,77.73,A,17.27333333,No,Yes,PhD,High,3,6.7,7,Canada
S2497,Liam,Brown,student1497@university.com,Male,23,CS,74.24352,7.160833333,80.84,85.93,F,19.09555556,Yes,Yes,,High,5,6.5,7,US
S2498,John,Brown,student1498@university.com,Male,20,Mathematics,82.60657,9.140301318,90.83,97.07,D,21.57111111,Yes,Yes,,High,5,5.2,5,US
S2499,Omar,Davis,student1499@university.com,Male,20,Mathematics,87.6453,7.764397906,86.62,88.98,B,19.77333333,Yes,Yes,Bachelor's,High,3,6.3,6,US
S2500,John,Davis,student1500@university.com,Female,21,Engineering,61.24158,5.289537713,62.56,65.22,A,14.49333333,No,Yes,High School,Low,8,6.6,7,US
S2501,Emma,Williams,student1501@university.com,Male,23,Mathematics,71.33556,8.010928962,81.54,87.96,B,19.54666667,Yes,Yes,,High,3,7.3,7,Canada
S2502,Emma,Jones,student1502@university.com,Female,22,Business,70.2525,6.496415771,65.18,72.5,C,16.11111111,No,Yes,High School,Low,6,4.2,4,Canada
S2503,John,Williams,student1503@university.com,Male,19,Business,88.08008,7.688581315,78.89,88.88,D,19.75111111,Yes,Yes,Master's,High,10,5.7,6,US
S2504,Omar,Williams,student1504@university.com,Female,18,Engineering,89.33051,7.392633229,92.23,94.33,F,20.96222222,Yes,Yes,PhD,High,5,5.9,6,US
S2505,John,Jones,student1505@university.com,Female,18,CS,59.625,5.868544601,60.8,62.5,F,13.88888889,No,Yes,High School,Low,7,4.7,5,US
S2506,Liam,Smith,student1506@university.com,Female,22,CS,60.19596,5.375868056,61.61,61.93,B,13.76222222,No,Yes,None,Low,6,5.2,5,Canada
S2507,Sara,Williams,student1507@university.com,Female,20,CS,70.41229,5.518489985,66.24,71.63,A,15.91777778,No,Yes,None,Low,9,5.2,5,US
S2508,Liam,Williams,student1508@university.com,Male,20,Engineering,43.95688,4.463497453,49.45,52.58,C,11.68444444,No,No,Bachelor's,Low,2,8.1,8,France
S2509,Maria,Brown,student1509@university.com,Male,20,CS,71.38516,7.774907749,75.38,84.28,F,18.72888889,Yes,Yes,PhD,High,10,7.4,7,Canada
S2510,Omar,Jones,student1510@university.com,Male,23,CS,77.95359,6.851213782,85.47,87.49,F,19.44222222,Yes,Yes,,High,6,8.6,9,Canada
S2511,Omar,Johnson,student1511@university.com,Female,20,Engineering,65.45371,5.824242424,64.56,67.27,A,14.94888889,No,Yes,PhD,Low,10,5.5,6,Canada
S2512,Ahmed,Smith,student1512@university.com,Male,20,CS,62.49078,5.965798046,69.39,73.26,B,16.28,No,Yes,PhD,Low,10,8.4,8,Canada
S2513,Ali,Smith,student1513@university.com,Male,23,Engineering,68.86432,7.295412844,71.01,79.52,F,17.67111111,No,Yes,High School,High,5,8.3,8,Canada
S2514,Maria,Jones,student1514@university.com,Male,23,Mathematics,53.62632,4.304731355,53.23,53.68,D,11.92888889,No,No,Bachelor's,Low,9,6.2,6,Canada
S2515,Emma,Davis,student1515@university.com,Male,22,Business,84.87552,7.44,82.76,85.56,B,19.01333333,Yes,Yes,Bachelor's,High,2,7.1,7,Canada
S2516,Omar,Davis,student1516@university.com,Female,21,Engineering,62.14076,6.725991189,72.44,76.34,A,16.96444444,No,Yes,Bachelor's,High,8,7,7,Japan
S2517,John,Brown,student1517@university.com,Female,23,Engineering,73.00779,6.629387755,71.7,81.21,C,18.04666667,Yes,Yes,None,High,7,5.5,6,US
S2518,Maria,Brown,student1518@university.com,Male,19,Engineering,79.2948,7.778880866,78.46,86.19,F,19.15333333,Yes,Yes,,High,1,5.3,5,US
S2519,Ahmed,Jones,student1519@university.com,Male,20,CS,75.65334,8.295049505,76.57,83.78,A,18.61777778,Yes,Yes,,High,3,4.8,5,US
S2520,Emma,Brown,student1520@university.com,Male,21,Business,52.74351,4.864120782,53.01,54.77,C,12.17111111,No,No,Bachelor's,Low,4,8.2,8,Canada
S2521,Ali,Smith,student1521@university.com,Female,18,CS,81.64308,7.001571092,82.75,89.13,C,19.80666667,Yes,Yes,PhD,High,8,6.7,7,Canada
S2522,Ali,Smith,student1522@university.com,Female,22,CS,73.9795,6.898029135,76.01,80.5,A,17.88888889,Yes,Yes,PhD,High,2,5.7,6,US
S2523,Ahmed,Johnson,student1523@university.com,Female,21,Business,69.70662,8.119318182,83.13,85.74,F,19.05333333,Yes,Yes,High School,High,8,6.5,7,Canada
S2524,Ahmed,Davis,student1524@university.com,Male,23,CS,62.4492,6.077071291,60.02,63.08,D,14.01777778,No,Yes,,Low,2,4.4,4,US
S2525,John,Jones,student1525@university.com,Female,20,CS,52.45913,5.477130045,57.15,61.07,D,13.57111111,No,Yes,Bachelor's,Low,3,4.5,5,Japan
S2526,Omar,Williams,student1526@university.com,Female,20,CS,78.518,7.028483449,90.62,91.3,A,20.28888889,Yes,Yes,Master's,High,8,7.8,8,Canada
S2527,Ali,Davis,student1527@university.com,Female,20,CS,65.48784,6.039965248,66.75,69.52,F,15.44888889,No,Yes,,Low,9,8.5,9,US
S2528,Emma,Williams,student1528@university.com,Female,21,CS,75.30412,6.10620155,76.64,78.77,F,17.50444444,No,Yes,High School,High,5,5.6,6,US
S2529,Maria,Johnson,student1529@university.com,Female,20,CS,66.79638,7.189990732,67.68,77.58,A,17.24,No,Yes,Bachelor's,High,4,6,6,Canada
S2530,Emma,Johnson,student1530@university.com,Male,23,Engineering,65.07246,7.672797677,75.57,79.26,C,17.61333333,No,Yes,,High,3,5.9,6,France
S2531,Sara,Brown,student1531@university.com,Male,21,Business,50.91296,4.136117556,48.83,53.48,A,11.88444444,No,No,,Low,3,6.4,6,US
S2532,Sara,Johnson,student1532@university.com,Male,20,CS,58.34752,5.814285714,64.14,65.12,C,14.47111111,No,Yes,High School,Low,9,6.1,6,US
S2533,Ahmed,Johnson,student1533@university.com,Male,18,Business,47.29484,4.47691016,49.45,53.32,D,11.84888889,No,No,High School,Low,4,5.9,6,US
S2534,John,Williams,student1534@university.com,Female,18,CS,72.23376,5.855221519,72.42,74.01,F,16.44666667,No,Yes,Master's,Low,2,7.3,7,Canada
S2535,Sara,Brown,student1535@university.com,Male,19,CS,94.8147,8.305676856,86.39,95.1,D,21.13333333,Yes,Yes,High School,High,4,5.4,5,Canada
S2536,Ali,Johnson,student1536@university.com,Male,20,CS,67.44566,6.136042403,67.29,69.46,B,15.43555556,No,Yes,,Low,3,8.7,9,Canada
S2537,Emma,Davis,student1537@university.com,Male,20,Engineering,76.46496,8.415486308,82.82,89.12,B,19.80444444,Yes,Yes,,High,5,5.5,6,US
S2538,Emma,Johnson,student1538@university.com,Female,21,Engineering,60.69148,5.207119741,60.19,64.36,A,14.30222222,No,Yes,Master's,Low,4,5.1,5,US
S2539,Ahmed,Brown,student1539@university.com,Male,21,Engineering,79.25974,7.514979757,83.69,92.81,A,20.62444444,Yes,Yes,,High,2,8.9,9,Canada
S2540,Omar,Jones,student1540@university.com,Female,24,Business,65.51454,6.924878049,64.29,70.98,F,15.77333333,No,Yes,Bachelor's,Low,10,5.1,5,US
S2541,Omar,Brown,student1541@university.com,Female,20,Engineering,55.08888,5.540474244,60.1,67.76,F,15.05777778,No,Yes,None,Low,1,6.7,7,US
S2542,Maria,Williams,student1542@university.com,Female,19,Engineering,78.9291,7.014049587,76.19,84.87,F,18.86,Yes,Yes,,High,1,5.6,6,France
S2543,Ahmed,Jones,student1543@university.com,Male,20,Mathematics,71.93364,6.537597234,71.36,75.64,A,16.80888889,No,Yes,Bachelor's,High,1,4.4,4,Canada
S2544,Liam,Davis,student1544@university.com,Female,23,CS,64.39581,5.624053827,60.99,66.87,B,14.86,No,Yes,Master's,Low,3,8.8,9,US
S2545,Maria,Smith,student1545@university.com,Male,21,CS,50.8898,4.441645676,52.19,52.9,A,11.75555556,No,No,None,Low,2,5.9,6,Japan
S2546,Liam,Brown,student1546@university.com,Male,20,Business,48.4139,4.812706271,49.21,58.33,A,12.96222222,No,Yes,PhD,Low,4,7.2,7,Japan
S2547,Omar,Williams,student1547@university.com,Male,21,Engineering,74.08632,7.554987212,86.22,88.62,A,19.69333333,Yes,Yes,None,High,3,8.3,8,US
S2548,Ahmed,Davis,student1548@university.com,Female,20,CS,78.56072,9.27027027,94.8,96.04,C,21.34222222,Yes,Yes,PhD,High,7,6.8,7,US
S2549,Liam,Jones,student1549@university.com,Female,22,CS,57.62184,5.38121547,51.32,58.44,D,12.98666667,No,Yes,,Low,8,7.6,8,France
S2550,Ahmed,Davis,student1550@university.com,Male,21,Engineering,73.05557,6.835365854,74.81,78.47,B,17.43777778,No,Yes,Bachelor's,High,5,7.9,8,Canada
S2551,Ahmed,Brown,student1551@university.com,Female,19,Engineering,51.1929,4.735347985,50.17,51.71,A,11.49111111,No,No,Master's,Low,6,5.9,6,France
S2552,Omar,Johnson,student1552@university.com,Female,22,CS,58.86048,5.171474359,62.5,64.54,B,14.34222222,No,Yes,PhD,Low,7,7.1,7,Canada
S2553,Maria,Brown,student1553@university.com,Female,23,Mathematics,70.55656,5.681568627,67.35,72.44,F,16.09777778,No,Yes,Master's,Low,9,5,5,France
S2554,Maria,Smith,student1554@university.com,Male,20,Business,78.54495,8.576086957,83.31,86.79,A,19.28666667,Yes,Yes,None,High,1,4.3,4,France
S2555,Ahmed,Brown,student1555@university.com,Female,24,Engineering,42.91662,4.163476874,51.64,52.21,A,11.60222222,No,No,,Low,2,8.9,9,Canada
S2556,Sara,Jones,student1556@university.com,Female,23,Engineering,79.08528,7.465213747,88.53,89.06,C,19.79111111,Yes,Yes,None,High,1,4.5,5,Canada
S2557,John,Jones,student1557@university.com,Male,21,Business,59.70909,5.45149592,55.17,60.13,A,13.36222222,No,Yes,PhD,Low,9,6.1,6,Canada
S2558,Omar,Brown,student1558@university.com,Female,22,CS,82.17332,7.785840708,82.13,87.98,B,19.55111111,Yes,Yes,Bachelor's,High,2,4.3,4,Canada
S2559,John,Jones,student1559@university.com,Male,23,CS,67.12902,7.321621622,78.39,81.27,C,18.06,Yes,Yes,PhD,High,2,8.6,9,US
S2560,John,Johnson,student1560@university.com,Female,19,Engineering,53.71796,5.188226181,63.12,66.98,D,14.88444444,No,Yes,PhD,Low,5,4.5,5,US
S2561,Maria,Davis,student1561@university.com,Female,24,Business,73.86483,7.449438202,82.53,86.19,F,19.15333333,Yes,Yes,None,High,9,7.9,8,US
S2562,Maria,Brown,student1562@university.com,Female,21,CS,56.68894,4.973451327,53.83,61.82,D,13.73777778,No,Yes,PhD,Low,3,7.6,8,Canada
S2563,Sara,Johnson,student1563@university.com,Female,22,Mathematics,53.12229,6.080757727,52.83,60.99,D,13.55333333,No,Yes,Bachelor's,Low,10,4.2,4,US
S2564,John,Davis,student1564@university.com,Female,23,Engineering,48.8428,5.109720885,51.71,53.09,B,11.79777778,No,No,,Low,8,7.6,8,US
S2565,John,Davis,student1565@university.com,Female,22,CS,69.3714,6.882411067,63.8,69.65,D,15.47777778,No,Yes,None,Low,10,8.8,9,US
S2566,Ahmed,Johnson,student1566@university.com,Male,22,CS,47.91897,5.217680608,46.04,54.89,A,12.19777778,No,No,PhD,Low,1,6.6,7,Japan
S2567,Maria,Williams,student1567@university.com,Female,23,CS,63.81102,6.488117002,61.56,70.98,D,15.77333333,No,Yes,,Low,10,5.4,5,US
S2568,John,Brown,student1568@university.com,Female,18,Business,42.81552,4.190041494,42.05,50.49,C,11.22,No,No,,Low,2,6.7,7,Japan
S2569,Emma,Davis,student1569@university.com,Female,20,Mathematics,54.054,4.840737636,56.2,57.75,B,12.83333333,No,Yes,,Low,8,4.6,5,France
S2570,Sara,Davis,student1570@university.com,Male,21,Engineering,86.86138,8.394439618,88.1,96.62,A,21.47111111,Yes,Yes,,High,1,8.8,9,US
S2571,Liam,Jones,student1571@university.com,Male,21,Mathematics,86.27858,7.531879195,84.27,89.78,D,19.95111111,Yes,Yes,Bachelor's,High,9,5.8,6,US
S2572,Emma,Davis,student1572@university.com,Male,24,Business,56.49434,6.030243902,59.67,61.81,D,13.73555556,No,Yes,High School,Low,4,6.3,6,Canada
S2573,Emma,Johnson,student1573@university.com,Female,24,Engineering,74.91352,6.780584057,79.33,85.91,A,19.09111111,Yes,Yes,Bachelor's,High,3,6,6,Canada
S2574,Liam,Davis,student1574@university.com,Female,24,Engineering,76.49614,7.625228519,80.85,83.42,D,18.53777778,Yes,Yes,None,High,3,4.1,4,Japan
S2575,Omar,Williams,student1575@university.com,Male,21,Engineering,51.61145,5.025619129,54.5,58.85,A,13.07777778,No,Yes,,Low,1,4.2,4,France
S2576,Omar,Brown,student1576@university.com,Male,22,Engineering,64.50555,5.717264387,68.31,68.55,A,15.23333333,No,Yes,None,Low,8,6.8,7,Canada
S2577,Sara,Brown,student1577@university.com,Male,24,CS,92.53223,9.218689788,92.4,95.69,B,21.26444444,Yes,Yes,,High,4,6.5,7,US
S2578,Emma,Davis,student1578@university.com,Female,23,Engineering,82.593,7.998160074,83.59,86.94,C,19.32,Yes,Yes,Bachelor's,High,1,8.9,9,Japan
S2579,John,Smith,student1579@university.com,Male,20,CS,72.79254,7.208845209,83.53,88.02,F,19.56,Yes,Yes,PhD,High,5,5.3,5,France
S2580,Maria,Smith,student1580@university.com,Female,19,Business,65.05408,6.430098684,69.68,78.19,A,17.37555556,No,Yes,Bachelor's,High,10,5.8,6,US
S2581,Sara,Johnson,student1581@university.com,Female,21,Business,69.03912,6.542026709,73.96,83.28,D,18.50666667,Yes,Yes,Bachelor's,High,8,8.9,9,US
S2582,Ahmed,Smith,student1582@university.com,Female,23,CS,74.45928,6.883211679,66.89,75.44,C,16.76444444,No,Yes,Bachelor's,High,8,4.2,4,Canada
S2583,Liam,Johnson,student1583@university.com,Male,20,CS,80.0768,8.321223709,81.24,87.04,A,19.34222222,Yes,Yes,Master's,High,10,7.2,7,Japan
S2584,Emma,Jones,student1584@university.com,Female,20,Engineering,85.16712,7.232053422,86.36,86.64,B,19.25333333,Yes,Yes,PhD,High,3,4.5,5,US
S2585,Sara,Johnson,student1585@university.com,Male,18,Engineering,51.39535,4.09451946,45.81,51.55,C,11.45555556,No,No,High School,Low,4,8.7,9,Japan
S2586,Ali,Smith,student1586@university.com,Male,23,CS,73.34941,6.460015835,79.39,81.59,A,18.13111111,Yes,Yes,,High,10,5.4,5,US
S2587,Ali,Davis,student1587@university.com,Male,21,Engineering,65.43647,6.706995885,74.75,81.49,D,18.10888889,Yes,Yes,Bachelor's,High,4,8.1,8,Canada
S2588,Omar,Jones,student1588@university.com,Male,24,CS,48.5667,4.69806338,50.72,53.37,A,11.86,No,No,,Low,3,8.6,9,Canada
S2589,Liam,Smith,student1589@university.com,Female,22,CS,68.61596,6.517560074,63.61,70.52,F,15.67111111,No,Yes,High School,Low,6,8.2,8,US
S2590,Maria,Johnson,student1590@university.com,Female,24,CS,85.25612,8.897844424,88.33,94.94,C,21.09777778,Yes,Yes,High School,High,3,6.8,7,US
S2591,John,Williams,student1591@university.com,Female,20,CS,92.29815,8.903372835,94.32,97.67,D,21.70444444,Yes,Yes,Master's,High,6,8.9,9,Japan
S2592,Maria,Brown,student1592@university.com,Female,20,Business,80.55544,8.609661836,79.71,89.11,F,19.80222222,Yes,Yes,None,High,5,7.4,7,US
S2593,Maria,Smith,student1593@university.com,Male,19,Mathematics,55.03692,5.589320388,55.73,57.57,F,12.79333333,No,Yes,Bachelor's,Low,2,7.9,8,Japan
S2594,Maria,Johnson,student1594@university.com,Male,24,Engineering,58.7727,5.552504039,65.64,68.74,A,15.27555556,No,Yes,Bachelor's,Low,8,5.2,5,Canada
S2595,Liam,Jones,student1595@university.com,Male,18,Engineering,48.90051,4.795620438,49.88,59.13,F,13.14,No,Yes,PhD,Low,7,6.1,6,France
S2596,Maria,Smith,student1596@university.com,Male,20,CS,82.11434,7.41561939,81.72,82.61,B,18.35777778,Yes,Yes,High School,High,7,7,7,US
S2597,Ahmed,Smith,student1597@university.com,Female,20,Engineering,76.86822,8.186518929,84.32,88.66,B,19.70222222,Yes,Yes,Master's,High,6,4.7,5,Canada
S2598,Liam,Brown,student1598@university.com,Male,22,CS,91.92944,7.868838764,94.03,94.19,C,20.93111111,Yes,Yes,High School,High,9,8.8,9,France
S2599,Ahmed,Johnson,student1599@university.com,Female,22,Engineering,89.58789,8.818009479,90.25,93.03,A,20.67333333,Yes,Yes,PhD,High,4,4.5,5,Canada
S2600,Liam,Williams,student1600@university.com,Male,19,Mathematics,54.52032,5.474103586,53.23,54.96,C,12.21333333,No,No,None,Low,5,7.7,8,Canada
S2601,Omar,Jones,student1601@university.com,Male,23,CS,48.51336,4.872727273,46.71,56.28,B,12.50666667,No,Yes,Bachelor's,Low,9,4.3,4,Canada
S2602,Sara,Johnson,student1602@university.com,Male,19,Business,77.72072,8.540250447,92.1,95.48,A,21.21777778,Yes,Yes,High School,High,3,4.5,5,US
S2603,Ali,Jones,student1603@university.com,Male,19,CS,82.78662,8.838926174,86.38,92.19,D,20.48666667,Yes,Yes,Bachelor's,High,3,7.1,7,Canada
S2604,Maria,Smith,student1604@university.com,Female,22,CS,65.13384,5.865060241,64.31,73.02,D,16.22666667,No,Yes,PhD,Low,8,6.3,6,Canada
S2605,Omar,Brown,student1605@university.com,Female,24,CS,61.49,6.726246472,70.86,71.5,B,15.88888889,No,Yes,None,Low,10,4,4,Canada
S2606,Sara,Brown,student1606@university.com,Female,24,CS,70.57476,6.77486911,71.1,77.64,A,17.25333333,No,Yes,Master's,High,6,6,6,US
S2607,Ali,Davis,student1607@university.com,Female,24,CS,67.37652,6.241594996,77.33,79.83,F,17.74,No,Yes,,High,2,5.3,5,Canada
S2608,Emma,Williams,student1608@university.com,Male,23,CS,50.98323,6.202769535,60.37,62.71,A,13.93555556,No,Yes,Master's,Low,3,8.4,8,US
S2609,John,Brown,student1609@university.com,Male,22,Engineering,56.152,6.697519084,69.75,70.19,A,15.59777778,No,Yes,High School,Low,8,7.5,8,Canada
